"bid","lid","aid","sid","x","z","hit1","hit2"
41,2037,0,10,-19.6138,4.70987,1,1
32,2037,0,36,-16.6316,0.0266023,1,1
41,2038,0,9,-19.5678,4.62565,1,1
31,2038,0,37,-15.4954,0.32,1,1
41,2120,0,11,-20.4788,6.29472,1,1
41,2120,0,19,-20.5241,6.37773,1,1
41,2120,0,20,-20.5135,6.3583,1,1
31,2120,0,38,-16,0.32,1,1
41,2121,0,9,-20.0362,5.48382,1,1
32,2121,0,37,-16.0746,0.312492,1,1
41,2122,0,8,-19.9774,5.376,1,1
9,2122,0,13,-18.3972,6.34343,1,1
9,2122,0,18,-18.4401,6.42278,1,1
9,2122,0,20,-18.3991,6.34696,1,1
9,2122,0,32,-18.0664,5.73234,1,1
9,2122,0,33,-17.9791,5.57124,1,1
10,2122,0,36,-15.9517,2.1,1,1
31,2122,0,38,-14,0.32,1,1
41,2123,0,7,-19.5237,4.54486,1,1
9,2123,0,9,-17.9597,5.53536,1,1
10,2123,0,35,-15.2227,2.1,1,1
31,2123,0,37,-14.0809,0.32,1,1
41,2205,0,9,-20.4352,6.21497,1,1
41,2206,0,8,-20.3883,6.12886,1,1
9,2206,0,9,-18.822,7.12816,1,1
10,2206,0,37,-15.313,2.1,1,1
41,2207,0,7,-19.9246,5.27936,1,1
9,2207,0,9,-18.3564,6.26811,1,1
10,2207,0,36,-14.6725,2.1,1,1
41,2287,0,33,-20.552,6.42881,1,1
42,2288,0,9,-21.3172,7.79448,1,1
9,2288,0,38,-16.2509,2.37882,1,1
9,2289,0,34,-17.8022,5.24441,1,1
9,2289,0,35,-17.6012,4.87303,1,1
9,2289,0,37,-16.4792,2.80049,1,1
10,2289,0,37,-15.8985,2.1,1,1
9,2290,0,9,-19.2186,7.86091,1,1
41,2291,0,6,-20.2996,5.96638,1,1
9,2291,0,8,-18.7572,7.00844,1,1
10,2291,0,37,-13.8985,2.1,1,1
42,2373,0,8,-21.27,7.69999,1,1
9,2373,0,10,-19.6695,8.69375,1,1
9,2374,0,8,-19.6154,8.59373,1,1
