bid,lid,aid,sid,x,z,hit1,hit2
41,2037,0,10,-19.6138,4.70987,1,1
32,2037,0,36,-16.6316,0.0266023,1,1
41,2037,1,34,-20.5727,6.46687,1,1
9,2037,1,35,-18.4412,6.4247,1,1
44,2037,2,7,-23.1579,2.83693,1,1
331,2037,2,7,-23.1066,2.81136,1,1
43,2037,2,34,-24.7945,6.16632,1,1
44,2037,2,34,-24.8746,6.01594,1,1
49,2037,2,34,-24.7839,6.18611,1,1
331,2037,2,34,-24.8552,6.0523,1,1
45,2037,2,37,-22.589,10.2154,1,1
44,2037,3,7,-22.8239,2.21832,1,1
331,2037,3,7,-22.7965,2.23649,1,1
1,2037,3,11,-25.4153,0.608453,1,1
330,2037,3,11,-25.3978,0.637585,1,1
1,2037,3,19,-25.3695,0.523316,1,1
330,2037,3,19,-25.3424,0.53497,1,1
1,2037,3,20,-25.3792,0.541372,1,1
330,2037,3,20,-25.344,0.537878,1,1
38,2037,4,6,-22.2651,2.36002,1,1
40,2037,4,6,-22.2653,2.36058,1,1
39,2037,4,8,-22.1679,1.00644,1,1
331,2037,4,8,-22.1691,1.07369,1,1
1,2037,4,34,-24.5098,-1.07322,1,1
330,2037,4,34,-24.4748,-1.07203,1,1
38,2037,5,7,-21.8102,2.59903,1,1
40,2037,5,7,-21.8115,2.59965,1,1
39,2037,5,35,-20.6563,-1.78528,1,1
331,2037,5,35,-20.6398,-1.76076,1,1
1,2037,5,38,-22.1614,-5.43459,1,1
330,2037,5,38,-22.2143,-5.25928,1,1
41,2038,0,9,-19.5678,4.62565,1,1
31,2038,0,37,-15.4954,0.32,1,1
9,2038,1,34,-18.7498,6.99492,1,1
44,2038,2,9,-23.9292,4.2651,1,1
331,2038,2,9,-23.8773,4.23979,1,1
44,2038,2,32,-24.4969,5.31649,1,1
331,2038,2,32,-24.4754,5.34831,1,1
43,2038,2,34,-23.7734,6.70586,1,1
49,2038,2,34,-23.7684,6.71536,1,1
45,2038,2,36,-22.1485,9.39368,1,1
44,2038,3,8,-22.7679,2.11465,1,1
331,2038,3,8,-22.7398,2.13154,1,1
1,2038,3,38,-28.9006,7.08107,1,1
330,2038,3,38,-28.8728,7.07456,1,1
38,2038,4,6,-21.2724,2.88162,1,1
40,2038,4,6,-21.273,2.88331,1,1
39,2038,4,32,-21.3368,-0.528363,1,1
331,2038,4,32,-21.3034,-0.530726,1,1
1,2038,4,35,-24.7803,-0.570817,1,1
330,2038,4,35,-24.7441,-0.573295,1,1
38,2038,5,7,-20.8351,3.1114,1,1
40,2038,5,7,-20.8376,3.11265,1,1
37,2038,5,15,-18.0138,1.69058,1,1
37,2038,5,18,-18.0234,1.70858,1,1
32,2038,5,35,-19.9035,-1.65297,1,1
35,2038,5,35,-19.9255,-1.68577,1,1
33,2038,5,36,-20.36,-2.34435,1,1
331,2038,5,36,-20.3416,-2.31344,1,1
41,2120,0,11,-20.4788,6.29472,1,1
41,2120,0,19,-20.5241,6.37773,1,1
41,2120,0,20,-20.5135,6.3583,1,1
31,2120,0,38,-16,0.32,1,1
43,2120,1,9,-23.7547,6.71576,1,1
49,2120,1,9,-23.7551,6.72225,1,1
45,2120,1,34,-21.3871,7.9732,1,1
9,2120,1,36,-19.248,7.9152,1,1
